volume,close_lag1,close_lag2,close_lag3,close_lag4,close_lag5,close_lag6,ma_3,rsi_3,ma_6,rsi_6,ma_9,rsi_9,ma_12,rsi_12,event,close
-0.4720111385319491,-0.9636315266402716,-0.9404203727038135,-0.9364952785320307,-0.8079197382521817,-0.8562898377880851,-0.8301885083140083,1.8358733167472985,-1.8643103760571045,6.12360186090986,-1.8889794276526974,8.547622915385608,-1.9382342953951404,8.754224680976975,-1.9687459944932622,-0.5915484992992741,2.3385714285714285
-0.19782161451267813,-0.9656674666826408,-0.9558990864823362,-0.9363134867885572,-0.9350174257172388,-0.8058857816837761,-0.8526588665962069,-1.296159587082709,-1.2487932429570254,2.197775627975931,-1.6576592276702613,3.925118934181557,-1.7904309808486571,5.429749340791152,-1.8589034836079938,-0.5915484992992741,2.9457142857142857
-0.7322642296282745,-0.9531272562767443,-0.957956950163874,-0.9520384725990179,-0.9348325563536533,-0.9353482545544327,-0.8015435756596473,-0.09041724989649866,-1.3498036866095644,0.3418026425833874,-1.6908635089720623,2.749278300478443,-1.8111976724779526,4.712446281992966,-1.873679993952404,-0.5915484992992741,2.75
-0.5785787553063124,-0.9571696299840569,-0.9452817028500548,-0.9541290776489636,-0.9508237563038022,-0.9351599455029845,-0.9328328503254684,-0.030922698322039727,-1.052347652402258,-0.16663551926492537,-1.596499702743196,1.563296972682398,-1.755597327611747,2.9959612450230257,-1.8340919727101275,-0.5915484992992741,2.9414285714285713
-0.7015599760466495,-0.9532157754090212,-0.9493676061018036,-0.9412521624862549,-0.952949753985036,-0.9514486784532562,-0.9326418841077726,-1.5934912009930913,-0.12366030280352017,-1.2293218381194557,-1.2195869966527395,0.07450430702879264,-1.5318032935228618,1.0841332528632888,-1.6755362815096098,-0.5915484992992741,3.6785714285714284
-0.5679804041960839,-0.9379904846573918,-0.9453711751840347,-0.9454030739622339,-0.9398548407310603,-0.953614232544911,-0.949160461938454,1.1009151761378981,-0.9452873881948234,0.12178200774159496,-1.4248598444728746,0.08305348069716922,-1.638528912935757,1.1713675678889952,-1.7448300724961041,-0.5915484992992741,2.9842857142857144
-1.1520157020963953,-0.9523305840862523,-0.9299819337394918,-0.9413430583579916,-0.9440760245329302,-0.9402756747339946,-0.9513565734419551,0.6947147935578686,-0.6931207625943419,0.06949021554916653,-1.3268607553185339,-0.12920252348486116,-1.5821829481820737,0.6358452462762243,-1.7059141067189048,-0.5915484992992741,3.1471428571428572
-0.9748815518784959,-0.9489668570597293,-0.9444764518442358,-0.9257089684192678,-0.9399472754128531,-0.9445753980753959,-0.9378297996885068,1.0316155172055939,-1.1629536519211077,0.8208417025812645,-1.456752963980939,0.30282164673782236,-1.6471436942989754,0.7370598499682747,-1.7468106623024324,-0.5915484992992741,2.7857142857142856
-0.9699365930160874,-0.9564319705484159,-0.9410765031529994,-0.9404340996406241,-0.9240485101444968,-0.9403698292597188,-0.9421901949925596,1.8439535419168043,-1.4956398976263583,1.6003029111537874,-1.5739568844256757,0.8556004933284787,-1.7068424235282458,0.562789267492716,-1.7842833173601564,-0.5915484992992741,2.468571428571429
-0.7024842235759612,-0.9629823863369076,-0.9486220033186378,-0.9369800565146268,-0.9390229285949255,-0.9241752508351713,-0.9379252827973547,1.3439135562150533,-1.6528298514744695,1.8562266126130578,-1.6379848469535059,1.1888630991501519,-1.7395005307353149,0.7051233696485774,-1.8045978800912192,-0.5915484992992741,2.3057142857142856
-0.9416930898361068,-0.9663461133634305,-0.9552429560331503,-0.9446456083644276,-0.9355104106868002,-0.9394282840024778,-0.9215021880755211,-0.579759418094156,-0.6135630567868029,0.3895180055070483,-1.2970038311433338,0.4654553687275753,-1.5672005663964639,0.21841116850833855,-1.6947914404633173,-0.5915484992992741,2.652857142857143
-0.785563285753884,-0.9591760636490003,-0.9586429047243865,-0.9513719028729483,-0.9433057355179905,-0.9358504120249613,-0.9369704517088762,-1.6226211085630293,0.2782266824096457,-0.6919294944806976,-0.7934731062580862,-0.24651141002873495,-1.2875034429520587,-0.23422768663875224,-1.5127360483530121,-0.5915484992992741,3.2199999999999998
-0.7785892047776313,-0.9474620318110218,-0.9513956456720146,-0.9548259459989453,-0.9501459019706553,-0.9437907770276951,-0.933342093572657,-0.838100284484813,0.4520299208859414,-0.8841674269838298,-0.6549150762611041,-0.36684811924769656,-1.2052759726166467,-0.28159805018215733,-1.458540744313257,1.6818535764391125,3.3842857142857143
-0.746822301117889,-0.9440687984070733,-0.9395554734753412,-0.9474633803882673,-0.9536584198787804,-0.9507582119312794,-0.9413945024188274,-0.2014794010888494,0.5695535022704986,-0.8258435737685969,-0.5602346342358154,-0.4977088097637649,-1.149694146515887,-0.3164223189060969,-1.422384234417345,-0.5915484992992741,3.487142857142857
-0.42931277932248024,-0.9419443392324274,-0.9361257006727782,-0.9354348266951018,-0.9461712106535662,-0.9543360839087958,-0.9484602524735697,0.4299710253078519,-0.07039324082490048,-0.3248699950676937,-0.706050247341997,-0.30640378868360374,-1.204260597547623,-0.17916027108946658,-1.4509678161379749,-0.5915484992992741,3.35
